Episode,Reward,Length
1652,13.0,13
1653,15.0,15
1654,11.0,11
1655,12.0,12
1656,17.0,17
1657,13.0,13
1658,11.0,11
1659,15.0,15
1660,13.0,13
1661,18.0,18
1662,11.0,11
1663,16.0,16
1664,13.0,13
1665,11.0,11
1666,12.0,12
1667,17.0,17
1668,17.0,17
1669,15.0,15
1670,15.0,15
1671,13.0,13
1672,13.0,13
1673,18.0,18
1674,11.0,11
1675,14.0,14
1676,12.0,12
1677,13.0,13
1678,13.0,13
1679,15.0,15
1680,11.0,11
1681,13.0,13
1682,14.0,14
1683,15.0,15
1684,15.0,15
1685,14.0,14
1686,13.0,13
1687,15.0,15
1688,12.0,12
1689,16.0,16
1690,12.0,12
1691,15.0,15
1692,13.0,13
1693,14.0,14
1694,14.0,14
1695,15.0,15
1696,13.0,13
1697,13.0,13
1698,18.0,18
1699,17.0,17
1700,13.0,13
1701,18.0,18
1702,18.0,18
1703,13.0,13
1704,13.0,13
1705,12.0,12
1706,14.0,14
1707,17.0,17
1708,17.0,17
1709,15.0,15
1710,12.0,12
1711,15.0,15
1712,22.0,22
1713,12.0,12
1714,19.0,19
1715,11.0,11
1716,17.0,17
1717,14.0,14
1718,15.0,15
1719,12.0,12
1720,17.0,17
1721,17.0,17
1722,24.0,24
1723,15.0,15
1724,15.0,15
1725,11.0,11
1726,15.0,15
1727,13.0,13
1728,14.0,14
1729,18.0,18
1730,18.0,18
1731,13.0,13
1732,16.0,16
1733,13.0,13
1734,11.0,11
1735,13.0,13
1736,17.0,17
1737,14.0,14
1738,17.0,17
1739,13.0,13
1740,13.0,13
1741,14.0,14
1742,15.0,15
1743,11.0,11
1744,12.0,12
1745,10.0,10
1746,15.0,15
1747,16.0,16
1748,11.0,11
1749,15.0,15
1750,11.0,11
1751,12.0,12
1752,11.0,11
1753,11.0,11
1754,18.0,18
1755,12.0,12
1756,12.0,12
1757,15.0,15
1758,15.0,15
1759,18.0,18
1760,13.0,13
1761,17.0,17
1762,13.0,13
1763,11.0,11
1764,13.0,13
1765,13.0,13
1766,14.0,14
1767,14.0,14
1768,22.0,22
1769,10.0,10
1770,12.0,12
1771,14.0,14
1772,11.0,11
1773,17.0,17
1774,11.0,11
1775,18.0,18
1776,12.0,12
1777,17.0,17
1778,15.0,15
1779,13.0,13
1780,16.0,16
1781,8.0,8
1782,13.0,13
1783,15.0,15
1784,15.0,15
1785,11.0,11
1786,16.0,16
1787,11.0,11
1788,11.0,11
1789,15.0,15
1790,20.0,20
1791,15.0,15
1792,11.0,11
1793,16.0,16
1794,16.0,16
1795,14.0,14
1796,15.0,15
1797,17.0,17
1798,15.0,15
1799,14.0,14
1800,17.0,17
1801,11.0,11
1802,15.0,15
1803,11.0,11
1804,12.0,12
1805,16.0,16
1806,18.0,18
1807,13.0,13
1808,17.0,17
1809,16.0,16
1810,15.0,15
1811,13.0,13
1812,11.0,11
1813,17.0,17
1814,15.0,15
1815,14.0,14
1816,14.0,14
1817,14.0,14
1818,18.0,18
1819,11.0,11
1820,17.0,17
1821,15.0,15
1822,11.0,11
1823,11.0,11
1824,12.0,12
1825,14.0,14
1826,15.0,15
1827,11.0,11
1828,13.0,13
1829,13.0,13
1830,15.0,15
1831,12.0,12
1832,16.0,16
1833,17.0,17
1834,16.0,16
1835,24.0,24
1836,13.0,13
1837,12.0,12
1838,14.0,14
1839,15.0,15
1840,13.0,13
1841,11.0,11
1842,11.0,11
1843,17.0,17
1844,17.0,17
1845,11.0,11
1846,13.0,13
1847,13.0,13
1848,13.0,13
1849,18.0,18
1850,16.0,16
1851,14.0,14
1852,12.0,12
1853,12.0,12
1854,15.0,15
1855,13.0,13
1856,12.0,12
1857,12.0,12
1858,12.0,12
1859,10.0,10
1860,14.0,14
1861,15.0,15
1862,15.0,15
1863,17.0,17
1864,16.0,16
1865,17.0,17
1866,11.0,11
1867,15.0,15
1868,15.0,15
1869,14.0,14
1870,13.0,13
1871,15.0,15
1872,11.0,11
1873,17.0,17
1874,14.0,14
1875,13.0,13
1876,12.0,12
1877,11.0,11
1878,12.0,12
1879,23.0,23
1880,15.0,15
1881,13.0,13
1882,12.0,12
1883,13.0,13
1884,22.0,22
1885,14.0,14
1886,15.0,15
1887,12.0,12
1888,18.0,18
1889,17.0,17
1890,17.0,17
1891,13.0,13
1892,13.0,13
1893,18.0,18
1894,14.0,14
1895,13.0,13
1896,13.0,13
1897,13.0,13
1898,26.0,26
1899,13.0,13
1900,15.0,15
1901,12.0,12
1902,16.0,16
1903,13.0,13
1904,11.0,11
1905,12.0,12
1906,16.0,16
1907,17.0,17
1908,12.0,12
1909,17.0,17
1910,24.0,24
1911,15.0,15
1912,26.0,26
1913,15.0,15
1914,15.0,15
1915,15.0,15
1916,13.0,13
1917,11.0,11
1918,17.0,17
1919,12.0,12
1920,13.0,13
1921,12.0,12
1922,11.0,11
1923,26.0,26
1924,12.0,12
1925,11.0,11
1926,12.0,12
1927,15.0,15
1928,12.0,12
1929,12.0,12
1930,17.0,17
1931,15.0,15
1932,14.0,14
1933,13.0,13
1934,11.0,11
1935,13.0,13
1936,16.0,16
1937,15.0,15
1938,13.0,13
1939,13.0,13
1940,25.0,25
1941,13.0,13
1942,13.0,13
1943,13.0,13
1944,17.0,17
1945,12.0,12
1946,13.0,13
1947,12.0,12
1948,11.0,11
1949,17.0,17
1950,13.0,13
1951,14.0,14
1952,15.0,15
1953,14.0,14
1954,12.0,12
1955,17.0,17
1956,13.0,13
1957,15.0,15
1958,13.0,13
1959,13.0,13
1960,16.0,16
1961,16.0,16
1962,13.0,13
1963,12.0,12
1964,15.0,15
1965,14.0,14
1966,15.0,15
1967,16.0,16
1968,12.0,12
1969,17.0,17
1970,16.0,16
1971,11.0,11
1972,13.0,13
1973,15.0,15
1974,12.0,12
1975,16.0,16
1976,12.0,12
1977,13.0,13
1978,13.0,13
1979,18.0,18
1980,17.0,17
1981,15.0,15
1982,11.0,11
1983,17.0,17
1984,11.0,11
1985,16.0,16
1986,15.0,15
1987,11.0,11
1988,17.0,17
1989,13.0,13
1990,17.0,17
1991,22.0,22
1992,18.0,18
1993,12.0,12
1994,15.0,15
1995,16.0,16
1996,15.0,15
1997,15.0,15
1998,17.0,17
1999,12.0,12
2000,13.0,13
